Id. Producto,year,month,Unidades,Valores_H,num_facturas,date_index,month_sin,month_cos,lag_1_units,lag_2_units,lag_3_units,lag_12_units,rolling_3_units,rolling_6_units,rolling_12_units,lag_1_value,rolling_3_value,product_encoded
178,2021,1,18.0,1721.4099999999999,4.0,24253,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
178,2021,2,24.0,2445.34,7.0,24254,0.8660254037844386,0.5000000000000001,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.4099999999999,0.0,0
178,2021,3,36.0,3941.25,11.0,24255,1.0,6.123233995736766e-17,24.0,18.0,0.0,0.0,0.0,0.0,0.0,2445.34,0.0,0
178,2021,4,35.0,3446.76,9.0,24256,0.8660254037844387,-0.4999999999999998,36.0,24.0,18.0,0.0,26.0,0.0,0.0,3941.25,2702.6666666666665,0
178,2021,5,34.0,3080.25,5.0,24257,0.49999999999999994,-0.8660254037844387,35.0,36.0,24.0,0.0,31.666666666666668,0.0,0.0,3446.76,3277.7833333333333,0
178,2021,6,27.0,2887.46,5.0,24258,1.2246467991473532e-16,-1.0,34.0,35.0,36.0,0.0,35.0,0.0,0.0,3080.25,3489.42,0
178,2021,7,22.0,2146.8,9.0,24259,-0.4999999999999997,-0.8660254037844388,27.0,34.0,35.0,0.0,32.0,29.0,0.0,2887.46,3138.156666666667,0
178,2021,8,21.0,2277.8,7.0,24260,-0.8660254037844385,-0.5000000000000004,22.0,27.0,34.0,0.0,27.666666666666668,29.666666666666668,0.0,2146.8,2704.8366666666666,0
178,2021,9,50.0,5147.22,14.0,24261,-1.0,-1.8369701987210297e-16,21.0,22.0,27.0,0.0,23.333333333333332,29.166666666666668,0.0,2277.8,2437.3533333333335,0
178,2021,10,17.0,1938.38,9.0,24262,-0.8660254037844386,0.5000000000000001,50.0,21.0,22.0,0.0,31.0,31.5,0.0,5147.22,3190.6066666666666,0
178,2021,11,12.0,1147.3799999999999,4.0,24263,-0.5000000000000004,0.8660254037844384,17.0,50.0,21.0,0.0,29.333333333333332,28.5,0.0,1938.38,3121.1333333333337,0
178,2021,12,59.0,6629.13,9.0,24264,-2.4492935982947064e-16,1.0,12.0,17.0,50.0,0.0,26.333333333333332,24.833333333333332,0.0,1147.3799999999999,2744.3266666666664,0
178,2022,1,18.0,1773.8,6.0,24265,0.49999999999999994,0.8660254037844387,59.0,12.0,17.0,18.0,29.333333333333332,30.166666666666668,29.583333333333332,6629.13,3238.2966666666666,0
178,2022,2,25.0,2692.09,9.0,24266,0.8660254037844386,0.5000000000000001,18.0,59.0,12.0,24.0,29.666666666666668,29.5,29.583333333333332,1773.8,3183.4366666666665,0
178,2022,3,9.0,968.72,3.0,24267,1.0,6.123233995736766e-17,25.0,18.0,59.0,36.0,34.0,30.166666666666668,29.666666666666668,2692.09,3698.34,0
178,2022,4,18.0,1785.25,6.0,24268,0.8660254037844387,-0.4999999999999998,9.0,25.0,18.0,35.0,17.333333333333332,23.333333333333332,27.416666666666668,968.72,1811.5366666666669,0
178,2022,5,23.0,2213.61,7.0,24269,0.49999999999999994,-0.8660254037844387,18.0,9.0,25.0,34.0,17.333333333333332,23.5,26.0,1785.25,1815.3533333333335,0
178,2022,6,8.0,877.0699999999999,3.0,24270,1.2246467991473532e-16,-1.0,23.0,18.0,9.0,27.0,16.666666666666668,25.333333333333332,25.083333333333332,2213.61,1655.86,0
178,2022,7,27.0,2513.3900000000003,8.0,24271,-0.4999999999999997,-0.8660254037844388,8.0,23.0,18.0,22.0,16.333333333333332,16.833333333333332,23.5,877.0699999999999,1625.3099999999997,0
178,2022,8,56.0,5070.92,10.0,24272,-0.8660254037844385,-0.5000000000000004,27.0,8.0,23.0,21.0,19.333333333333332,18.333333333333332,23.916666666666668,2513.3900000000003,1868.0233333333333,0
178,2022,9,34.0,3390.45,6.0,24273,-1.0,-1.8369701987210297e-16,56.0,27.0,8.0,50.0,30.333333333333332,23.5,26.833333333333332,5070.92,2820.4600000000005,0
178,2022,10,32.0,3314.89,8.0,24274,-0.8660254037844386,0.5000000000000001,34.0,56.0,27.0,17.0,39.0,27.666666666666668,25.5,3390.45,3658.2533333333336,0
178,2022,11,19.0,2176.91,5.0,24275,-0.5000000000000004,0.8660254037844384,32.0,34.0,56.0,12.0,40.666666666666664,30.0,26.75,3314.89,3925.4199999999996,0
178,2022,12,0.0,0.0,0.0,24276,-2.4492935982947064e-16,1.0,19.0,32.0,34.0,59.0,28.333333333333332,29.333333333333332,27.333333333333332,2176.91,2960.75,0
178,2023,1,22.0,2669.6600000000003,5.0,24277,0.49999999999999994,0.8660254037844387,0.0,19.0,32.0,18.0,17.0,28.0,22.416666666666668,0.0,1830.5999999999997,0
178,2023,2,16.0,1682.7,3.0,24278,0.8660254037844386,0.5000000000000001,22.0,0.0,19.0,25.0,13.666666666666666,27.166666666666668,22.75,2669.6600000000003,1615.5233333333333,0
178,2023,3,17.0,1803.97,5.0,24279,1.0,6.123233995736766e-17,16.0,22.0,0.0,9.0,12.666666666666666,20.5,22.0,1682.7,1450.7866666666669,0
178,2023,4,23.0,2478.16,5.0,24280,0.8660254037844387,-0.4999999999999998,17.0,16.0,22.0,18.0,18.333333333333332,17.666666666666668,22.666666666666668,1803.97,2052.11,0
178,2023,5,24.0,2617.07,8.0,24281,0.49999999999999994,-0.8660254037844387,23.0,17.0,16.0,23.0,18.666666666666668,16.166666666666668,23.083333333333332,2478.16,1988.2766666666666,0
178,2023,6,35.0,3424.73,6.0,24282,1.2246467991473532e-16,-1.0,24.0,23.0,17.0,8.0,21.333333333333332,17.0,23.166666666666668,2617.07,2299.7333333333336,0
178,2023,7,22.0,2311.67,7.0,24283,-0.4999999999999997,-0.8660254037844388,35.0,24.0,23.0,27.0,27.333333333333332,22.833333333333332,25.416666666666668,3424.73,2839.986666666666,0
178,2023,8,10.0,866.99,6.0,24284,-0.8660254037844385,-0.5000000000000004,22.0,35.0,24.0,56.0,27.0,22.833333333333332,25.0,2311.67,2784.4900000000002,0
178,2023,9,30.0,3146.9700000000003,9.0,24285,-1.0,-1.8369701987210297e-16,10.0,22.0,35.0,34.0,22.333333333333332,21.833333333333332,21.166666666666668,866.99,2201.13,0
178,2023,10,3.0,269.64,3.0,24286,-0.8660254037844386,0.5000000000000001,30.0,10.0,22.0,32.0,20.666666666666668,24.0,20.833333333333332,3146.9700000000003,2108.5433333333335,0
178,2023,11,12.0,1391.46,3.0,24287,-0.5000000000000004,0.8660254037844384,3.0,30.0,10.0,19.0,14.333333333333334,20.666666666666668,18.416666666666668,269.64,1427.8666666666668,0
178,2023,12,26.0,2844.9300000000003,10.0,24288,-2.4492935982947064e-16,1.0,12.0,3.0,30.0,0.0,15.0,18.666666666666668,17.833333333333332,1391.46,1602.6899999999998,0
178,2024,1,9.0,1044.6100000000001,4.0,24289,0.49999999999999994,0.8660254037844387,26.0,12.0,3.0,22.0,13.666666666666666,17.166666666666668,20.0,2844.9300000000003,1502.0100000000002,0
178,2024,2,64.0,6167.72,12.0,24290,0.8660254037844386,0.5000000000000001,9.0,26.0,12.0,16.0,15.666666666666666,15.0,18.916666666666668,1044.6100000000001,1760.3333333333333,0
178,2024,3,4.0,555.65,2.0,24291,1.0,6.123233995736766e-17,64.0,9.0,26.0,17.0,33.0,24.0,22.916666666666668,6167.72,3352.42,0
178,2024,4,5.0,541.78,2.0,24292,0.8660254037844387,-0.4999999999999998,4.0,64.0,9.0,23.0,25.666666666666668,19.666666666666668,21.833333333333332,555.65,2589.326666666667,0
178,2024,5,52.0,5456.5,13.0,24293,0.49999999999999994,-0.8660254037844387,5.0,4.0,64.0,24.0,24.333333333333332,20.0,20.333333333333332,541.78,2421.716666666667,0
178,2024,6,24.0,2862.6099999999997,8.0,24294,1.2246467991473532e-16,-1.0,52.0,5.0,4.0,35.0,20.333333333333332,26.666666666666668,22.666666666666668,5456.5,2184.6433333333334,0
178,2024,7,12.0,1236.3,5.0,24295,-0.4999999999999997,-0.8660254037844388,24.0,52.0,5.0,22.0,27.0,26.333333333333332,21.75,2862.6099999999997,2953.6299999999997,0
178,2024,8,49.0,4813.599999999999,9.0,24296,-0.8660254037844385,-0.5000000000000004,12.0,24.0,52.0,10.0,29.333333333333332,26.833333333333332,20.916666666666668,1236.3,3185.1366666666668,0
178,2024,9,10.0,1055.73,2.0,24297,-1.0,-1.8369701987210297e-16,49.0,12.0,24.0,30.0,28.333333333333332,24.333333333333332,24.166666666666668,4813.599999999999,2970.836666666666,0
178,2024,10,15.0,1646.11,5.0,24298,-0.8660254037844386,0.5000000000000001,10.0,49.0,12.0,3.0,23.666666666666668,25.333333333333332,22.5,1055.73,2368.543333333333,0
178,2024,11,25.0,2633.77,6.0,24299,-0.5000000000000004,0.8660254037844384,15.0,10.0,49.0,12.0,24.666666666666668,27.0,23.5,1646.11,2505.1466666666665,0
178,2024,12,33.0,3195.01,7.0,24300,-2.4492935982947064e-16,1.0,25.0,15.0,10.0,26.0,16.666666666666668,22.5,24.583333333333332,2633.77,1778.5366666666666,0
178,2025,1,23.0,2467.51,5.0,24301,0.49999999999999994,0.8660254037844387,33.0,25.0,15.0,9.0,24.333333333333332,24.0,25.166666666666668,3195.01,2491.6299999999997,0
178,2025,2,34.0,3439.15,10.0,24302,0.8660254037844386,0.5000000000000001,23.0,33.0,25.0,64.0,27.0,25.833333333333332,26.333333333333332,2467.51,2765.4300000000003,0
178,2025,3,21.0,2276.87,8.0,24303,1.0,6.123233995736766e-17,34.0,23.0,33.0,4.0,30.0,23.333333333333332,23.833333333333332,3439.15,3033.89,0
178,2025,4,28.0,3305.38,8.0,24304,0.8660254037844387,-0.4999999999999998,21.0,34.0,23.0,5.0,26.0,25.166666666666668,25.25,2276.87,2727.8433333333337,0
178,2025,5,54.0,5311.820000000001,13.0,24305,0.49999999999999994,-0.8660254037844387,28.0,21.0,34.0,52.0,27.666666666666668,27.333333333333332,27.166666666666668,3305.38,3007.133333333333,0
178,2025,6,14.0,1588.3000000000002,4.0,24306,1.2246467991473532e-16,-1.0,54.0,28.0,21.0,24.0,34.333333333333336,32.166666666666664,27.333333333333332,5311.820000000001,3631.356666666667,0
178,2025,7,19.0,2105.5299999999997,8.0,24307,-0.4999999999999997,-0.8660254037844388,14.0,54.0,28.0,12.0,32.0,29.0,26.5,1588.3000000000002,3401.8333333333335,0
178,2025,8,11.0,1325.83,4.0,24308,-0.8660254037844385,-0.5000000000000004,19.0,14.0,54.0,49.0,29.0,28.333333333333332,27.083333333333332,2105.5299999999997,3001.8833333333337,0
178,2025,9,18.0,1977.5,5.0,24309,-1.0,-1.8369701987210297e-16,11.0,19.0,14.0,10.0,14.666666666666666,24.5,23.916666666666668,1325.83,1673.22,0
178,2025,10,16.0,1690.3600000000001,4.0,24310,-0.8660254037844386,0.5000000000000001,18.0,11.0,19.0,15.0,16.0,24.0,24.583333333333332,1977.5,1802.9533333333331,0
178,2025,11,48.0,5016.72,9.0,24311,-0.5000000000000004,0.8660254037844384,16.0,18.0,11.0,25.0,15.0,22.0,24.666666666666668,1690.3600000000001,1664.5633333333335,0
178,2025,12,17.0,2054.43,7.0,24312,-2.4492935982947064e-16,1.0,48.0,16.0,18.0,33.0,27.333333333333332,21.0,26.583333333333332,5016.72,2894.86,0
3399,2021,1,11.0,1414.8,8.0,24253,0.49999999999999994,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3399,2021,2,16.0,1965.3899999999999,12.0,24254,0.8660254037844386,0.5000000000000001,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1414.8,0.0,1
3399,2021,3,17.0,2141.08,7.0,24255,1.0,6.123233995736766e-17,16.0,11.0,0.0,0.0,0.0,0.0,0.0,1965.3899999999999,0.0,1
3399,2021,4,7.0,899.5799999999999,5.0,24256,0.8660254037844387,-0.4999999999999998,17.0,16.0,11.0,0.0,14.666666666666666,0.0,0.0,2141.08,1840.4233333333332,1
3399,2021,5,9.0,972.47,5.0,24257,0.49999999999999994,-0.8660254037844387,7.0,17.0,16.0,0.0,13.333333333333334,0.0,0.0,899.5799999999999,1668.6833333333332,1
3399,2021,6,16.0,2309.01,8.0,24258,1.2246467991473532e-16,-1.0,9.0,7.0,17.0,0.0,11.0,0.0,0.0,972.47,1337.71,1
3399,2021,7,6.0,755.0899999999999,5.0,24259,-0.4999999999999997,-0.8660254037844388,16.0,9.0,7.0,0.0,10.666666666666666,12.666666666666666,0.0,2309.01,1393.6866666666667,1
3399,2021,8,17.0,1888.82,8.0,24260,-0.8660254037844385,-0.5000000000000004,6.0,16.0,9.0,0.0,10.333333333333334,11.833333333333334,0.0,755.0899999999999,1345.5233333333335,1
3399,2021,9,8.0,1049.57,8.0,24261,-1.0,-1.8369701987210297e-16,17.0,6.0,16.0,0.0,13.0,12.0,0.0,1888.82,1650.9733333333334,1
3399,2021,10,7.0,898.43,7.0,24262,-0.8660254037844386,0.5000000000000001,8.0,17.0,6.0,0.0,10.333333333333334,10.5,0.0,1049.57,1231.1599999999999,1
3399,2021,11,12.0,1464.29,9.0,24263,-0.5000000000000004,0.8660254037844384,7.0,8.0,17.0,0.0,10.666666666666666,10.5,0.0,898.43,1278.9399999999998,1
3399,2021,12,9.0,1259.48,7.0,24264,-2.4492935982947064e-16,1.0,12.0,7.0,8.0,0.0,9.0,11.0,0.0,1464.29,1137.43,1
3399,2022,1,8.0,1028.73,7.0,24265,0.49999999999999994,0.8660254037844387,9.0,12.0,7.0,11.0,9.333333333333334,9.833333333333334,11.25,1259.48,1207.4,1
3399,2022,2,17.0,2162.41,11.0,24266,0.8660254037844386,0.5000000000000001,8.0,9.0,12.0,16.0,9.666666666666666,10.166666666666666,11.0,1028.73,1250.8333333333333,1
3399,2022,3,21.0,2537.62,9.0,24267,1.0,6.123233995736766e-17,17.0,8.0,9.0,17.0,11.333333333333334,10.166666666666666,11.083333333333334,2162.41,1483.54,1
3399,2022,4,11.0,1472.57,9.0,24268,0.8660254037844387,-0.4999999999999998,21.0,17.0,8.0,7.0,15.333333333333334,12.333333333333334,11.416666666666666,2537.62,1909.5866666666668,1
3399,2022,5,10.0,1626.33,6.0,24269,0.49999999999999994,-0.8660254037844387,11.0,21.0,17.0,9.0,16.333333333333332,13.0,11.75,1472.57,2057.5333333333333,1
3399,2022,6,12.0,1823.84,9.0,24270,1.2246467991473532e-16,-1.0,10.0,11.0,21.0,16.0,14.0,12.666666666666666,11.833333333333334,1626.33,1878.84,1
3399,2022,7,9.0,1066.06,8.0,24271,-0.4999999999999997,-0.8660254037844388,12.0,10.0,11.0,6.0,11.0,13.166666666666666,11.5,1823.84,1640.9133333333332,1
3399,2022,8,16.0,2236.17,12.0,24272,-0.8660254037844385,-0.5000000000000004,9.0,12.0,10.0,17.0,10.333333333333334,13.333333333333334,11.75,1066.06,1505.4099999999999,1
3399,2022,9,23.0,3130.33,10.0,24273,-1.0,-1.8369701987210297e-16,16.0,9.0,12.0,8.0,12.333333333333334,13.166666666666666,11.666666666666666,2236.17,1708.6899999999998,1
3399,2022,10,9.0,1169.56,5.0,24274,-0.8660254037844386,0.5000000000000001,23.0,16.0,9.0,7.0,16.0,13.5,12.916666666666666,3130.33,2144.1866666666665,1
